Date,capacity,occupancy,vacancy
2019-07-27,7190,6935,255
2019-07-28,7190,6939,251
2019-07-29,7186,6930,256
2019-07-30,7186,6898,288
2019-07-31,7223,6894,329
2019-08-01,7168,6870,298
2019-08-02,7156,6894,262
2019-08-03,7156,6881,275
2019-08-04,7156,6861,295
2019-08-05,7156,6881,275
2019-08-06,7168,6884,284
2019-08-07,7164,6855,309
2019-08-08,7156,6850,306
2019-08-09,7156,6853,303
2019-08-10,7156,6873,283
2019-08-11,7156,6875,281
2019-08-12,7156,6870,286
2019-08-13,7156,6886,270
2019-08-14,7148,6889,259
2019-08-15,7144,6851,293
2019-08-16,7136,6854,282
2019-08-17,7136,6860,276
2019-08-18,7136,6862,274
2019-08-19,7124,6855,269
2019-08-20,7114,6858,256
2019-08-21,7114,6860,254
2019-08-22,7118,6859,259
2019-08-23,7100,6856,244
2019-08-24,7100,6859,241
2019-08-25,7100,6853,247
2019-08-26,7100,6834,266
2019-08-27,7103,6840,263
2019-08-28,7103,6835,268
2019-08-29,7103,6827,276
2019-08-30,7101,6806,295
2019-08-31,7101,6800,301
2019-09-01,7101,6715,386
2019-09-02,7101,6660,441
2019-09-03,7020,6555,465
2019-09-04,7020,6551,469
2019-09-05,6989,6586,403
2019-09-06,6985,6589,396
2019-09-07,6985,6583,402
2019-09-08,6985,6583,402
2019-09-09,6960,6616,344
2019-09-10,6954,6618,336
2019-09-11,6954,6659,295
2019-09-12,6955,6662,293
2019-09-13,6955,6672,283
2019-09-14,6955,6680,275
2019-09-15,6955,6644,311
2019-09-16,6961,6662,299
2019-09-17,6961,6692,269
2019-09-18,6950,6682,268
2019-09-19,6950,6683,267
2019-09-20,6940,6684,256
2019-09-21,6940,6705,235
2019-09-22,6940,6697,243
2019-09-23,6935,6701,234
2019-09-24,6935,6696,239
2019-09-25,6935,6688,247
2019-09-26,6933,6691,242
2019-09-27,6933,6709,224
2019-09-28,6933,6710,223
2019-09-29,6933,6702,231
2019-09-30,6925,6651,274
2019-10-01,6925,6602,323
2019-10-02,6907,6607,300
2019-10-03,6901,6611,290
2019-10-04,6913,6595,318
2019-10-05,6913,6589,324
2019-10-06,6913,6561,352
2019-10-07,6917,6546,371
2019-10-08,6917,6580,337
2019-10-09,6891,6593,298
2019-10-10,6891,6600,291
2019-10-11,6883,6595,288
2019-10-12,6883,6600,283
2019-10-13,6883,6601,282
2019-10-14,6883,6588,295
2019-10-15,6882,6585,297
2019-10-16,6874,6599,275
2019-10-17,6874,6583,291
2019-10-18,6874,6579,295
2019-10-19,6874,6591,283
2019-10-20,6874,6603,271
2019-10-21,6874,6598,276
2019-10-22,6870,6590,280
2019-10-23,6870,6582,288
2019-10-24,6870,6601,269
2019-10-25,6882,6630,252
2019-10-26,6882,6632,250
2019-10-27,6882,6631,251
2019-10-28,6883,6632,251
2019-10-29,6883,6629,254
2019-10-30,6883,6626,257
2019-10-31,6883,6617,266
2019-11-01,6968,6570,398
2019-11-02,6968,6550,418
2019-11-03,6968,6544,424
2019-11-04,6999,6544,455
2019-11-05,6999,6568,431
2019-11-06,6993,6571,422
2019-11-07,6987,6586,401
2019-11-08,7002,6594,408
2019-11-09,6979,6601,378
2019-11-10,6979,6598,381
2019-11-11,6979,6594,385
2019-11-12,6996,6571,425
2019-11-13,7041,6614,427
2019-11-14,7106,6693,413
2019-11-15,7164,6752,412
2019-11-16,7164,6745,419
2019-11-17,7164,6750,414
2019-11-18,7164,6747,417
2019-11-19,7176,6757,419
2019-11-20,7736,6751,985
2019-11-21,7103,6753,350
2019-11-22,7113,6749,364
2019-11-23,7115,6762,353
2019-11-24,7115,6765,350
2019-11-25,7130,6766,364
2019-11-26,7139,6770,369
2019-11-27,7148,6780,368
2019-11-28,7151,6779,372
2019-11-29,7169,6766,403
2019-11-30,7169,6768,401
2019-12-01,7169,6709,460
2019-12-02,7167,6702,465
2019-12-03,7167,6713,454
2019-12-04,7167,6730,437
2019-12-05,7167,6742,425
2019-12-06,7168,6737,431
2019-12-07,7168,6757,411
2019-12-08,7168,6755,413
2019-12-09,7168,6733,435
2019-12-10,7168,6688,480
2019-12-11,7168,6722,446
2019-12-12,7168,6719,449
2019-12-13,7192,6771,421
2019-12-14,7192,6774,418
2019-12-15,7192,6784,408
2019-12-16,7216,6809,407
2019-12-17,7221,6832,389
2019-12-18,7221,6847,374
2019-12-19,7221,6857,364
2019-12-20,7221,6821,400
2019-12-21,7221,6814,407
2019-12-22,7221,6849,372
2019-12-23,7222,6829,393
2019-12-24,7222,6856,366
2019-12-25,7222,6866,356
2019-12-26,7222,6875,347
2019-12-27,7222,6899,323
2019-12-28,7222,6895,327
2019-12-29,7222,6904,318
2019-12-30,7223,6896,327
2019-12-31,7223,6890,333
