Date,capacity,occupancy,vacancy
2019-08-23,3923,3864,59
2019-08-24,3923,3863,60
2019-08-25,3923,3861,62
2019-08-26,3923,3856,67
2019-08-27,3926,3865,61
2019-08-28,3926,3864,62
2019-08-29,3926,3863,63
2019-08-30,3924,3857,67
2019-08-31,3924,3854,70
2019-09-01,3924,3851,73
2019-09-02,3924,3860,64
2019-09-03,3923,3834,89
2019-09-04,3923,3831,92
2019-09-05,3904,3828,76
2019-09-06,3904,3826,78
2019-09-07,3904,3818,86
2019-09-08,3904,3814,90
2019-09-09,3895,3833,62
2019-09-10,3895,3824,71
2019-09-11,3895,3840,55
2019-09-12,3896,3834,62
2019-09-13,3896,3839,57
2019-09-14,3896,3838,58
2019-09-15,3896,3829,67
2019-09-16,3896,3831,65
2019-09-17,3896,3841,55
2019-09-18,3893,3836,57
2019-09-19,3893,3843,50
2019-09-20,3891,3847,44
2019-09-21,3891,3850,41
2019-09-22,3891,3842,49
2019-09-23,3890,3840,50
2019-09-24,3890,3838,52
2019-09-25,3890,3828,62
2019-09-26,3888,3821,67
2019-09-27,3888,3837,51
2019-09-28,3888,3837,51
2019-09-29,3888,3838,50
2019-09-30,3888,3820,68
2019-10-01,3888,3826,62
2019-10-02,3882,3815,67
2019-10-03,3881,3823,58
2019-10-04,3893,3819,74
2019-10-05,3893,3817,76
2019-10-06,3893,3815,78
2019-10-07,3893,3818,75
2019-10-08,3893,3819,74
2019-10-09,3893,3806,87
2019-10-10,3893,3824,69
2019-10-11,3893,3825,68
2019-10-12,3893,3830,63
2019-10-13,3893,3827,66
2019-10-14,3893,3821,72
2019-10-15,3892,3830,62
2019-10-16,3892,3837,55
2019-10-17,3892,3830,62
2019-10-18,3892,3840,52
2019-10-19,3892,3840,52
2019-10-20,3892,3842,50
2019-10-21,3892,3838,54
2019-10-22,3892,3838,54
2019-10-23,3892,3828,64
2019-10-24,3892,3834,58
2019-10-25,3904,3851,53
2019-10-26,3904,3850,54
2019-10-27,3904,3848,56
2019-10-28,3904,3852,52
2019-10-29,3904,3850,54
2019-10-30,3904,3844,60
2019-10-31,3904,3845,59
2019-11-01,3989,3838,151
2019-11-02,3989,3844,145
2019-11-03,3989,3845,144
2019-11-04,3989,3855,134
2019-11-05,3989,3865,124
2019-11-06,3983,3877,106
2019-11-07,3983,3892,91
2019-11-08,3983,3898,85
2019-11-09,3983,3907,76
2019-11-10,3983,3918,65
2019-11-11,3983,3922,61
2019-11-12,4000,3930,70
2019-11-13,4045,3953,92
2019-11-14,4110,4010,100
2019-11-15,4168,4071,97
2019-11-16,4168,4075,93
2019-11-17,4168,4075,93
2019-11-18,4168,4093,75
2019-11-19,4180,4105,75
2019-11-20,4180,4100,80
2019-11-21,4176,4107,69
2019-11-22,4186,4102,84
2019-11-23,4188,4105,83
2019-11-24,4188,4121,67
2019-11-25,4198,4119,79
2019-11-26,4207,4136,71
2019-11-27,4216,4138,78
2019-11-28,4219,4134,85
2019-11-29,4237,4112,125
2019-11-30,4237,4126,111
2019-12-01,4237,4107,130
2019-12-02,4235,4126,109
2019-12-03,4235,4131,104
2019-12-04,4235,4125,110
2019-12-05,4235,4125,110
2019-12-06,4236,4136,100
2019-12-07,4236,4147,89
2019-12-08,4236,4148,88
2019-12-09,4236,4130,106
2019-12-10,4236,4126,110
2019-12-11,4236,4144,92
2019-12-12,4236,4141,95
2019-12-13,4260,4171,89
2019-12-14,4260,4177,83
2019-12-15,4260,4176,84
2019-12-16,4284,4188,96
2019-12-17,4289,4207,82
2019-12-18,4289,4217,72
2019-12-19,4289,4217,72
2019-12-20,4289,4188,101
2019-12-21,4289,4178,111
2019-12-22,4289,4203,86
2019-12-23,4290,4182,108
2019-12-24,4290,4203,87
2019-12-25,4290,4212,78
2019-12-26,4290,4219,71
2019-12-27,4290,4219,71
2019-12-28,4290,4213,77
2019-12-29,4290,4225,65
2019-12-30,4291,4210,81
2019-12-31,4291,4215,76
