occupancy_date,occupancy,capacity,vacancy,occupancy_rate
2019-12-20,6821,7221,400,94.46060102478882
2019-12-21,6814,7221,407,94.36366154272261
2019-12-22,6849,7221,372,94.84835895305359
2019-12-23,6829,7222,393,94.55829410135696
2019-12-24,6856,7222,366,94.93215175851564
2019-12-25,6866,7222,356,95.07061755746331
2019-12-26,6875,7222,347,95.1952367765162
2019-12-27,6899,7222,323,95.52755469399058
2019-12-28,6895,7222,327,95.47216837441152
2019-12-29,6904,7222,318,95.59678759346441
2019-12-30,6896,7223,327,95.47279523743597
2019-12-31,6890,7223,333,95.38972726014121
